Title,Release date,Time Period,Start Time,End Time,Location,genre_ids,movie_id,original_language,overview,popularity,title,video,vote_average,vote_count,genres
The 14 Amazons,1972,1030,1030,1030,China,"[28, 12]",21621,zh,"The Yang family, men and women, have served their country loyally for generations. During the war General Yang is ambushed and killed. His widow and the entire family set out to avenge his death and defend the country.",3.295,The 14 Amazons,False,6.9,13.0,"['Action', 'Adventure']"
El Cid,1961,1040-1099,1040,1099,Iberian Peninsula,"[28, 18, 36, 10749, 10752]",16638,en,"Epic film of the legendary Spanish hero, Rodrigo Diaz (""El Cid"" to his followers), who, without compromising his strict sense of honour, still succeeds in taking the initiative and driving the Moors from Spain.",12.938,El Cid,False,6.9,191.0,"['Action', 'Drama', 'History', 'Romance', 'War']"
Macbeth,1948,1050,1050,1050,Scotland,[18],27883,en,A Scottish warlord and his wife murder their way to a pair of crowns.,7.903,Macbeth,False,7.3,113.0,['Drama']
Macbeth,1971,1050,1050,1050,Scotland,"[10752, 18]",11316,en,"Scotland, 11th century. Driven by the twisted prophecy of three witches and the ruthless ambition of his wife, warlord Macbeth, bold and brave, but also weak and hesitant, betrays his good king and his brothers in arms and sinks into the bloody mud of a path with no return, sown with crime and suspicion.",7.615,Macbeth,False,7.1,201.0,"['War', 'Drama']"
Macbeth,1971,1050,1050,1050,Scotland,"[18, 10770]",304394,de,"Fusing Shakespeare‘s tragedy with the Verdi opera, Schroeter's Macbeth is a fascinating television experiment shot entirely in a studio with several electronic cameras. As Schroeter would recall, ""I arranged the Verdi music for a quartet of violin, accordion, piano and oboe, but modeled the rhythms on Argentinian tangos and boleros. The actors sang with horrifying, shrill voices.... The use of video allowed me to produce extraordinary colors.... Of all my films, Macbeth was most unwelcome: Audiences don’t like their Shakespeare to be presented in this way, but I do not differentiate between kitsch and culture..."". - MoMA",0.7,Macbeth,False,7.0,2.0,"['Drama', 'TV Movie']"
Macbeth,2015,1050,1050,1050,Scotland,"[18, 10402]",340564,it,"Giuseppe Verdi's opera ""Macbeth"" staged by Dario Argento, directed by Marco Scalfi.",1.202,Macbeth,False,7.0,2.0,"['Drama', 'Music']"
Lady Godiva of Coventry,1955,1050,1050,1050,England,"[18, 36]",113939,en,"Fictionalized account of events leading up the famous nude ride (alas, her hair covers everything) of the militant Saxon lady.",3.295,Lady Godiva of Coventry,False,5.0,8.0,"['Drama', 'History']"
Macbeth,2015,1050,1050,1050,Scotland,"[10752, 18, 12]",225728,en,"Feature film adaptation of Shakespeare's Scottish play about General Macbeth whose ambitious wife urges him to use wicked means in order to gain power of the throne over the sitting king, Duncan.",10.968,Macbeth,False,6.5,1243.0,"['War', 'Drama', 'Adventure']"
Sansho the Bailiff,1954,794-1185,1050,1050,Japan,[18],20532,ja,"In medieval Japan a compassionate governor is sent into exile. His wife and children try to join him, but are separated, and the children grow up amid suffering and oppression.",12.668,Sansho the Bailiff,False,8.3,248.0,['Drama']
William the Conqueror,2015,1066,1066,1066,France,"[18, 36]",859619,en,"Blending drama with the explanations of passionate historians and specialists, this enriched historical reconstruction traces 60 years in the life a man who transformed the Middle Ages and laid the foundation of modern Europe, William The Conqueror.",0.6,William the Conqueror,False,0.0,0.0,"['Drama', 'History']"
The War Lord,1965,1066-1100,1066,1100,France,[36],42664,en,A knight in the service of a duke goes to a coastal village where an earlier attempt to build a defensive castle has failed. He begins to rebuild the duke's authority in the face of the barbarians at the border and is making progress until he falls in love with one of the local women.,7.395,The War Lord,False,6.3,54.0,['History']
Ambikapathy,1937,1083,1083,1083,India,[],513160,ta,"The film is based on a story set in the Chola Empire in year 1083 AD. The titular character in the story is Ambikapathy (M K. Thyagaraja Bhagavathar), the son of the Tamil poet Kambar (Serugulathur Sama) who is in love with the Chola princess and daughter of Kulothunga Chola, Amaravati (played by M. R. Santhanalakshmi). The king objects to their love and insists on testing Ambikapathy's literary mettle before judging his worth. The test given to Ambikapathi is that he should write and sing a hundred poems in the field of Puram (dealing with war and politics). The poems should not have any reference to the field of Aram (dealing of love and romance). Ambikapathi begins the test in the King's court with a Kadavul Vaazhthu (invocation to God). Amaravathi who is keeping the count, mistakes the invocation as a poem and counts it as poem number one.",0.961,Ambikapathy,False,0.0,0.0,[]
The Crusaders,2001,1096-1099,1096,1099,"Beirut, Lebanon","[28, 12, 18]",44151,en,"Towards the end of the eleventh century, Pope Urban II announces a crusade against the Saracens, who have occupied the holy city of Jerusalem. Three young friends Richard, Peter and Andrew set off to join the crusading army.",2.629,The Crusaders,False,3.9,8.0,"['Action', 'Adventure', 'Drama']"
The Physician,2013,1100,1100,1100,Iran,"[12, 18, 36]",169881,en,"England, 1021. Rob Cole, a boy born in a miserable mining town, swears to become a physician and vanquish disease and death. His harsh path of many years, a quest for knowledge besieged by countless challenges and sacrifices, leads him to the remote Isfahan, in Persia, where he meets Ibn Sina, the greatest healer of his time.",18.82,The Physician,False,7.3,874.0,"['Adventure', 'Drama', 'History']"
The Viking Sagas,1995,"late 1000, early 11th centurie",1100,1100,Iceland,"[28, 12]",68342,en,"The film chronicles a long-ago time when men relied not on their intellect to make points, but on their swords. A mythical warrior ('Ralf Moeller (I)') wanders the snow-capped landscapes of the North territories on an arduous quest for vengeance. Amid nobles and schemers, saints and brutes, and lovers and fools, this Viking swings his sword for his family's honor, his beloved's hand, and the very survival of his pitiless culture.",0.696,The Viking Sagas,False,5.1,6.0,"['Action', 'Adventure']"
Stealing Heaven,1988,1120,1120,1120,France,"[36, 10749, 18]",115457,en,"Abelard, a famous teacher of philosophy at the cathedral school of Notre Dame, falls in love with one of his students, Héloïse d'Argenteuil.  A sixteen-year old girl raised in a convent, Héloïse has an intellectual curiosity and rebels against the status of women in 12th century Europe.  When others begin to suspect their relationship, Heloise's uncle Fulbert and the bishop of Paris work together to put a stop to it.  Héloïse becomes pregnant with Abelard's child, and they are married in secret. Abelard struggles for acting against the will of God, yet is unable to escape his love for Heloise.",1.793,Stealing Heaven,False,6.6,12.0,"['History', 'Romance', 'Drama']"
Destiny,1997,1126-1198,1126,1198,Spain,"[18, 10749]",196942,fr,"Though gay-themed stories about ""coming out"" and accepting one's sexuality are not uncommon in Western countries, such tales are still rare in many conservative African nations. Considered a ground-breaking film in its native Guinea, and filmed amidst a storm of controversy, Mohamed Camara's Dakan is the first of its nations films to directly address issues surrounding homosexuality. The story centers on the romance between two 20-year-old men, Manga and Sory who are first seen making out in a car. The trouble begins when Manga tells his widowed mother about his love for Sory, who is busy contending with his outraged father. The parents insist that the two never see each other again. Manga's mother then uses witchcraft to cleanse her son and change him into a heterosexual. Time passes and eventually Manga begins to date a girl. But it soon becomes apparent that try as he might, Manga's heart belongs to Sory.",2.834,Destiny,False,8.1,10.0,"['Drama', 'Romance']"
Destiny,1997,1126-1198,1126,1198,Spain,"[18, 36]",37673,ar,"In the 12th century's Andalusia lives Ibn Rushd a prominent islamic philosopher with his wife Zeinab and daughter Sara. The principality is ruled by Khalifa ElMansour who has two sons, ElNasser, an intellectual that likes Ibn Rush and is in love with his daughter Sara. The younger son Abdallah is more into dancing and poetry, spending most of his times with the gypsy family and getting the daughter pregnant. The Khalifa is depending on the extremists to build his army granting them more power which they use to combat artists and philosophers. The extremists succeed in recruiting Abd Allah and train him to kill his father. Events go on where Marawan, the gypsy singer, is killed and Ibn Rushd's books are burnt. Adapted from the real life of Ibn Rushd AlMasir is Chahine's statement against extremism.",2.902,Destiny,False,6.6,22.0,"['Drama', 'History']"
Siri Parakum,2013,1153-1186,1153,1186,Sri Lanka,[36],491933,si,"The 1st queen of the king dies in child birth, the prince survives. After the 2nd queen, gives birth to a new prince, she plots to kill the 1st prince, so that her son would get the crown after the king. A soldier senses this danger and ousts the prince to a rural village for survival. The village headman adopts the child without knowing the origin of the child. The prince gradually forgets his royalty, and grows up as a skillful and handsome farmer. After the death of the king, the soldier and religious leaders plan to bring the real prince to the crown.",1.297,Siri Parakum,False,8.0,2.0,['History']
Becket,1964,1155-1170,1155,1170,England,"[18, 36]",15421,en,"King Henry II of England has trouble with the Church. When the Archbishop of Canterbury dies, he has a brilliant idea. Rather than appoint another pious cleric loyal to Rome and the Church, he will appoint his old drinking and wenching buddy, Thomas Becket, technically a deacon of the church, to the post. Unfortunately, Becket takes the job seriously and provides abler opposition to Henry.",8.421,Becket,False,7.2,131.0,"['Drama', 'History']"
The Flame and the Arrow,1950,1155-1190,1155,1190,Northern Italy,"[12, 18, 36, 10749]",32563,en,"Dardo, a Robin Hood-like figure, and his loyal followers use a Roman ruin in Medieval Lombardy as their headquarters as they conduct an insurgency against their Hessian conquerors.",5.744,The Flame and the Arrow,False,6.3,60.0,"['Adventure', 'Drama', 'History', 'Romance']"
Gate of Hell,1953,1159,1159,1159,Japan,"[18, 36, 10749]",43349,ja,"Japan, 1159. Moritō, a brave samurai, performs a heroic act by rescuing the lovely Kesa during a violent uprising. Moritō falls in love with her, but becomes distraught when he finds out that she is married.",5.232,Gate of Hell,False,7.2,55.0,"['Drama', 'History', 'Romance']"
Barbarossa,2009,1176,1176,1176,Northern Italy,"[18, 36]",45559,de,"Year 1100. Italy.The Northern lands are ruled by a German emperor: Fredrick aka ""Barbarossa. His dream is to conquer also the lands in the Center and in the South so as to revive the Empire that was once of the one Charles Magno.But in the North a young man from Milan has formed an army of 900 young men coming from different cities: the ""company of death"". This young man's name is Alberto Da Giussano. His dream is to defeat the Emperor and to give back freedom to the Northern lands.",3.835,Barbarossa,False,5.0,19.0,"['Drama', 'History']"
